LSOA CODE,INCOME SCORE,EMPLOYMENT SCORE,HEALTH DEPRIVATION AND DISABILITY SCORE,EDUCATION SKILLS AND TRAINING SCORE,BARRIERS TO HOUSING AND SERVICES SCORE,CRIME AND DISORDER SCORE,LIVING ENVIRONMENT SCORE,Indoors Sub-domain Score,Outdoors Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Children/Young People Sub-domain Score,Skills Sub-domain Score,IDACI score,IDAOPI score
E01003398,0.12,0.06,-0.83,10.49,21.9,0.68,26.34,22,35.03,14,29.81,12.91,8.06,0.2,0.16
E01003399,0.05,0.05,-0.5,2.79,28.66,-0.78,22.11,23.58,19.16,26.93,30.39,5.35,0.23,0.03,0.1
E01003400,0.04,0.03,-0.89,1.95,20.46,0.26,38.58,32.75,50.25,9.56,31.35,3.8,0.11,0.05,0.15
E01003401,0.04,0.03,-1.21,4.3,16.99,-0.38,37.67,32.96,47.11,5.62,28.36,8.58,0.01,0,0.13
E01003402,0.04,0.02,-1.57,0.26,16.22,-0.86,32.82,25.18,48.11,4.41,28.02,0.49,0.03,0.03,0.18
E01003403,0.05,0.02,-1.51,6.99,25.29,-0.84,31.48,22.2,50.03,22.85,27.73,13.91,0.07,0.1,0.09
E01003404,0.08,0.03,-1.03,2.08,30.08,-0.43,32.17,35.56,25.38,28.4,31.77,4.11,0.05,0.08,0.24
E01003405,0.19,0.09,0.21,23.54,18.59,0.88,35.01,26.71,51.61,5.82,31.35,30.44,16.64,0.3,0.26
E01003406,0.22,0.09,-0.36,21.5,33.04,0.29,17.27,11.85,28.11,33.59,32.49,29.54,13.46,0.4,0.26
E01003407,0.08,0.04,-0.87,6.11,28.71,0.1,20.83,19.79,22.89,21.97,35.45,9.89,2.34,0.17,0.32
E01003408,0.09,0.05,-0.41,9.71,25.35,-0.09,43.74,55.14,20.93,16.1,34.61,17.05,2.37,0.2,0.24
E01003409,0.23,0.1,0,21.87,20.91,0.36,26.27,25.4,28.01,13.17,28.65,23.67,20.07,0.35,0.28
E01003410,0.19,0.1,-0.1,21.25,22.76,0.02,26.7,23.3,33.5,11.18,34.33,28.24,14.26,0.32,0.3
E01003411,0.15,0.07,-0.6,18.53,18.34,0.51,39.33,35.44,47.1,6.32,30.36,26.85,10.2,0.26,0.23
E01003412,0.21,0.09,-0.47,27.49,22.38,0.37,16.55,18.77,12.12,12.51,32.26,35.58,19.41,0.36,0.22
E01003413,0.18,0.07,-0.58,11.85,15.56,0.77,30.18,28.1,34.33,2.86,28.25,14.12,9.59,0.31,0.16
E01003414,0.12,0.07,-0.53,10.47,14.85,0.55,14.37,13.9,15.3,4.26,25.43,13.04,7.9,0.18,0.2
E01003415,0.14,0.08,-0.53,13.47,13.87,0.39,20.84,24.87,12.77,2.98,24.76,11.82,15.12,0.27,0.16
E01003416,0.11,0.07,-0.32,16.03,20.59,0.18,14.27,15.33,12.16,15.11,26.07,17.66,14.4,0.15,0.16
E01003417,0.08,0.06,-0.67,11.92,12.06,0.22,16.68,12.73,24.59,5.58,18.55,7.21,16.63,0.1,0.13
E01003418,0.06,0.04,-1.18,16.09,17.49,-0.09,12.78,10.24,17.86,18.13,16.84,10.23,21.94,0.09,0.1
E01003419,0.1,0.07,-0.97,13.56,16.4,-0.33,15.23,18.96,7.77,12.67,20.13,10.59,16.53,0.17,0.09
E01003420,0.07,0.05,-0.68,15.46,16.85,0.26,17.07,15.35,20.53,12.81,20.88,14.14,16.79,0.07,0.13
E01003421,0.1,0.07,-0.56,10.95,17.94,-0.11,29.34,36.69,14.65,7.78,28.09,10.75,11.15,0.14,0.13
E01003422,0.09,0.05,-0.74,10.98,13.87,0.09,16.24,15.7,17.34,5.6,22.13,9.43,12.54,0.17,0.11
E01003423,0.04,0.03,-1.23,1.77,13.58,-0.33,35.09,29.9,45.49,2.07,25.08,3.02,0.53,0.06,0.11
E01003424,0.04,0.02,-1.59,0.22,13.04,-0.66,16.4,12.07,25.06,7.92,18.16,0.04,0.41,0.04,0.06
E01003425,0.02,0.03,-1.45,0.79,15.72,-0.13,17.08,7.86,35.53,13.65,17.8,0.35,1.24,0,0
E01003426,0.07,0.04,-1.32,1.37,17.73,0.44,28.45,14.74,55.89,13.06,22.39,0.76,1.98,0.09,0.12
E01003427,0.14,0.06,-0.72,8.7,22.04,-0.28,43.85,52.73,26.09,16.95,27.12,12.11,5.28,0.27,0.2
E01003428,0.06,0.03,-1.24,1.2,16.11,0.05,35.52,32.34,41.87,2.39,29.83,2.06,0.34,0.09,0.12
E01003429,0.12,0.07,-0.9,16.8,17.06,0.19,21.24,16.98,29.76,9.31,24.81,13.83,19.76,0.17,0.15
E01003430,0.24,0.13,-0.39,15.68,27.31,0.52,17.44,11.38,29.55,16.07,38.56,17.6,13.75,0.38,0.21
E01003431,0.26,0.11,-0.34,20.76,25.67,0.61,19.53,17.6,23.38,19.73,31.61,22.12,19.4,0.44,0.27
E01003432,0.29,0.12,-0.22,35.7,23.78,0.64,15.45,11.05,24.26,16.72,30.83,44.73,26.67,0.5,0.18
E01003433,0.19,0.09,-0.1,13.93,15.5,0.94,29.82,28.72,32,1.22,29.78,13.15,14.71,0.34,0.21
E01003434,0.13,0.06,-0.64,14.71,14.64,0.46,17.57,14.78,23.15,6.55,22.72,16.78,12.65,0.23,0.13
E01003435,0.11,0.07,-0.4,15.46,19.47,0.65,33.16,23.03,53.43,14.9,24.03,19.37,11.54,0.21,0.1
E01003436,0.2,0.11,-0.07,27.64,18.85,0.37,35.2,36.67,32.25,12.53,25.18,36.7,18.59,0.35,0.2
E01003437,0.11,0.08,-0.6,10.37,16.94,0.72,38.45,34.91,45.53,8.25,25.63,8.85,11.89,0.14,0.14
E01003438,0.24,0.11,0.15,28.78,14.05,0.25,34.77,37.82,28.65,1.06,27.04,28.05,29.51,0.38,0.2
E01003439,0.22,0.1,-0.05,23.24,16.82,0.6,70.34,78.13,54.78,3.48,30.17,35.09,11.4,0.42,0.25
E01003440,0.21,0.1,0.08,24.71,22.95,0.6,40.02,49.18,21.7,18.01,27.88,35.72,13.71,0.37,0.21
E01003441,0.22,0.1,0.07,23.53,24.8,0.1,29.56,26.18,36.3,19.55,30.06,27.04,20.02,0.39,0.2
E01003442,0.05,0.03,-1.16,0.5,24.7,-0.5,22.17,24.32,17.86,22.44,26.96,0.93,0.07,0.04,0.1
E01003443,0.03,0.02,-1.53,0.44,9.68,-0.2,27.77,15.62,52.07,0.83,18.53,0.73,0.15,0.03,0.07
E01003444,0.04,0.03,-1.07,1.98,14.77,-0.34,37.18,43.9,23.73,5.11,24.42,3.55,0.41,0.06,0.12
E01003445,0.07,0.04,-1.39,1.83,19.85,-0.17,17.04,14.15,22.81,17.7,21.99,2.43,1.23,0.12,0.12
E01003446,0.07,0.05,-1.04,3.4,17,-0.27,42.16,38.37,49.74,1.17,32.83,6.02,0.77,0.13,0.15
E01003447,0.19,0.1,0.14,17.56,29.46,-0.34,34.74,42.84,18.53,27.65,31.26,26.24,8.87,0.3,0.26
E01003448,0.24,0.11,0.01,34.93,24.29,0.35,46.97,54.39,32.15,18.85,29.72,40.4,29.45,0.39,0.23
E01003449,0.19,0.08,-0.37,14.08,20.47,0.29,41.94,54.86,16.1,12.83,28.1,16.86,11.31,0.32,0.2
E01003450,0.23,0.09,0.16,32.76,18.84,0.25,59.44,65.02,48.27,9.27,28.41,38.53,26.99,0.33,0.26
E01003451,0.05,0.04,-0.8,11.12,20.57,0.34,18.03,15.75,22.6,22.62,18.52,7.69,14.55,0.07,0.09
E01003452,0.2,0.11,0.08,26.19,18.71,0.26,57.77,71.78,29.76,10.31,27.11,21.99,30.4,0.28,0.28
E01003453,0.21,0.1,0,20.27,15.28,0.5,59.51,65.65,47.23,2.9,27.65,22.4,18.14,0.35,0.22
E01003454,0.05,0.04,-0.31,1.81,16.74,-0.3,28.36,25.94,33.21,4.16,29.31,3.4,0.22,0.05,0.1
E01003455,0.08,0.05,-0.69,17.01,17.93,0.08,25.19,20.21,35.15,4.7,31.17,33.3,0.72,0.19,0.24
E01003456,0.09,0.09,-1.08,0.35,14.65,0.29,46.83,47.74,45.01,0.27,29.04,0.3,0.41,0.04,0.17
E01003457,0.02,0.03,-0.87,1.01,12.16,-0.26,25.85,22.94,31.67,1.77,22.55,1.83,0.19,0,0.14
E01003458,0.04,0.03,-0.81,1.39,15.3,-0.37,32.26,29.84,37.09,5.32,25.28,2.52,0.27,0.03,0.2
E01003459,0.17,0.08,-0.04,11.31,14.51,0.02,27.36,16.03,50.02,1.75,27.27,20.06,2.57,0.38,0.31
E01003460,0.06,0.04,-0.94,10.06,27.18,-0.17,28.94,18.39,50.06,30.82,23.55,19.8,0.31,0.02,0.15
E01003461,0.02,0.01,-2.29,1.82,15.69,-0.42,21.73,25.43,14.34,6.33,25.05,3.64,0.01,0.04,0.05
E01003462,0.04,0.02,-1.8,0.96,30.75,-0.96,19.95,17.01,25.82,39.82,21.67,1.66,0.26,0.03,0.12
E01003463,0.02,0.02,-1.46,2.1,16.93,-0.83,11.21,5.12,23.38,15.66,18.2,3.86,0.34,0.02,0
E01003464,0.02,0.02,-1.32,1.28,31.84,-0.66,16.44,12.91,23.5,46.2,17.49,2.46,0.1,0,0.05
E01003465,0.02,0.02,-1.66,2.08,26.25,0.12,19.98,5.25,49.46,36.04,16.45,4.11,0.04,0,0.06
E01003466,0.05,0.03,-1.21,1.71,11.74,-0.73,11.7,11.34,12.41,6.13,17.34,2.44,0.98,0.06,0.11
E01003467,0.07,0.04,-1.19,3.42,18.29,-0.53,11.01,9.06,14.91,14.77,21.81,5.3,1.54,0.1,0.1
E01003468,0.06,0.03,-1.75,1.78,13,-0.56,11.66,14.28,6.4,3.46,22.55,1.15,2.41,0.09,0.11
E01003469,0.14,0.04,-1.2,4.58,22.65,-0.16,36.98,37.96,35,15.03,30.27,5.8,3.36,0.25,0.2
E01003470,0.08,0.04,-1.12,4.76,13.79,-0.11,24.34,18.3,36.41,4.49,23.09,5,4.51,0.14,0.12
E01003471,0.08,0.04,-1.01,5.52,16.43,-0.38,22.79,19.78,28.8,10.28,22.57,9.38,1.66,0.15,0.13
E01003472,0.03,0.02,-1.04,0.31,8.88,-0.52,16.8,14.83,20.74,1.23,16.52,0.36,0.26,0.02,0.08
E01003473,0.04,0.02,-0.67,0.57,11.89,-0.21,24.33,23.38,26.23,0.13,23.65,0.73,0.4,0.07,0.08
E01003474,0.01,0.02,-1.68,0.3,15.76,-0.45,20.93,17.11,28.57,8.88,22.64,0.6,0,0,0
E01003475,0.11,0.05,-0.43,6.56,22.32,0.54,35.78,32.82,41.7,15.46,29.19,11.94,1.17,0.2,0.23
E01003476,0.13,0.06,-0.63,4.69,22.38,0.27,30.41,25.68,39.89,14.28,30.48,7.66,1.72,0.19,0.21
E01003477,0.06,0.04,-0.71,1.96,17.51,0.21,39.9,31.32,57.07,9.51,25.52,3.34,0.58,0.09,0.18
E01003478,0.04,0.03,-0.96,2.59,12.24,-0.48,23.82,28.37,14.7,1.33,23.15,4.37,0.81,0.04,0.12
E01003479,0.26,0.11,0.22,17.9,52.47,1.76,24.72,28.69,16.79,26.71,78.23,26.2,9.6,0.42,0.28
E01003480,0.29,0.12,0.66,22.42,43.25,1.05,21.21,2.99,57.66,11.14,75.36,26.06,18.79,0.48,0.53
E01003481,0.21,0.1,0.65,27.37,41.88,1.37,25.98,10.83,56.29,9.44,74.33,34.22,20.52,0.48,0.46
E01003482,0.26,0.1,0.49,15.19,46.31,1.59,26.42,11.76,55.75,15.81,76.81,19.78,10.6,0.44,0.46
E01003483,0.4,0.15,0.76,26.63,46.18,1.02,18.47,3.76,47.9,13.22,79.15,33.14,20.13,0.65,0.44
E01003484,0.2,0.09,0.31,10.63,42.07,0.66,22.17,12.14,42.22,4.92,79.22,9.55,11.72,0.29,0.31
E01003485,0.25,0.08,0.37,14.01,45,1.6,27.78,17.42,48.48,13.29,76.71,18.21,9.82,0.44,0.35
E01003486,0.53,0.21,1.39,32.08,43.73,1.6,23.5,8.28,53.94,6.1,81.35,33.41,30.74,0.73,0.6
E01003487,0.44,0.19,1.52,27.31,47.88,0.6,19.32,8.41,41.12,10.68,85.07,21.43,33.19,0.53,0.76
E01003488,0.49,0.19,0.96,25.71,43.95,1.17,45.57,38.81,59.09,6.53,81.37,27.23,24.2,0.68,0.56
E01003489,0.45,0.13,0.59,33.86,48.48,1.09,57.77,54.99,63.32,7.35,89.61,32.1,35.63,0.61,0.61
E01003490,0.34,0.13,0.75,18.88,45.44,0.98,43.35,43.47,43.12,6.47,84.4,13.27,24.5,0.44,0.53
E01003491,0.39,0.14,0.93,20.38,42.32,1.3,44.98,33.71,67.51,0.4,84.24,15.7,25.06,0.57,0.71
E01003492,0.29,0.11,0.32,20.15,38.34,1.18,46.37,37.16,64.8,0.22,76.46,19.21,21.09,0.4,0.43
E01003493,0.32,0.15,0.54,20,40.61,1.29,50.76,43.91,64.45,2.39,78.83,20.23,19.77,0.43,0.39
E01003494,0.24,0.09,0.13,17.34,37.32,0.96,43.78,34.52,62.29,1.55,73.09,21.66,13.02,0.36,0.37
E01003495,0.22,0.08,0.08,16.74,36.63,0.51,33.88,37.86,25.92,1.25,72.01,15.77,17.72,0.35,0.21
E01003496,0.34,0.16,1.37,21.91,49.51,0.32,20.12,17.81,24.74,6.05,92.98,34.48,9.34,0.62,0.32
E01003497,0.33,0.16,1.11,24.74,40.27,0.91,31.92,21.61,52.54,6.71,73.82,25.78,23.7,0.45,0.39
E01003498,0.34,0.15,0.99,18.9,42.03,0.94,30.94,20.72,51.39,7.05,77.01,19.34,18.46,0.53,0.43
E01003499,0.45,0.2,0.97,33.09,39.14,1.55,48.4,36.24,72.72,0.2,78.09,33.51,32.66,0.73,0.51
E01003500,0.45,0.19,1.58,24.94,44.16,1.07,24.38,12.36,48.41,8.68,79.64,23.51,26.38,0.7,0.52
E01003501,0.36,0.17,0.92,29.66,39.38,1.47,31.91,20.84,54.06,1.7,77.05,28.1,31.21,0.5,0.51
E01003502,0.41,0.17,0.91,25.63,40.96,1.91,58.44,40.95,93.42,3.79,78.13,18.51,32.76,0.59,0.47
E01003503,0.42,0.27,1.15,35.67,45.93,1.97,46.61,23.02,93.79,5.63,86.23,35.13,36.21,0.47,0.52
E01003504,0.39,0.15,0.8,43.62,43.22,2.64,28.87,18.57,49.47,7.02,79.42,46.36,40.88,0.57,0.55
E01003505,0.25,0.12,1.01,24.68,45.87,1.88,40.96,21.29,80.29,0.41,91.33,25.47,23.89,0.37,0.45
E01003506,0.34,0.14,0.93,24.62,44.73,0.86,20.93,13.4,35.99,5.34,84.13,26.59,22.65,0.5,0.51
E01003507,0.35,0.17,1.14,18.73,37.27,1.49,52.83,38.46,81.59,0.12,74.42,15.69,21.77,0.59,0.44
E01003508,0.38,0.16,1.27,24.3,43.72,1.92,59.6,45.5,87.79,12.87,74.58,26.1,22.5,0.57,0.44
E01003509,0.34,0.14,0.58,23.96,36.43,0.84,77.14,91.51,48.39,1.66,71.2,21.66,26.25,0.55,0.42
E01003510,0.46,0.18,1.35,22.03,44.54,1.83,32.24,22.77,51.17,6.75,82.33,26.29,17.77,0.72,0.64
E01003511,0.51,0.18,1.4,40.26,46.44,1.76,26.95,21.44,37.96,15.17,77.71,42.34,38.18,0.78,0.45
E01003512,0.39,0.2,1.11,31.35,37.45,1.69,27.6,15.23,52.35,1.11,73.78,36.44,26.27,0.55,0.46
E01003513,0.23,0.08,0.33,18.93,48.79,1.48,23.07,12.01,45.2,23.58,74.01,31.95,5.9,0.38,0.31
E01003514,0.36,0.16,1.04,30.09,44.2,1.24,18.09,10.5,33.29,9.82,78.57,38.3,21.89,0.52,0.39
E01003515,0.36,0.16,1.04,23.32,45.27,2.1,34.63,16.81,70.27,12.38,78.15,22.85,23.79,0.53,0.54
E01003516,0.49,0.2,1.19,30,45.4,1.48,31.58,19.81,55.11,11.02,79.77,33.11,26.89,0.71,0.64
E01003517,0.45,0.2,1.69,27.61,41.07,1.8,22.58,11.32,45.1,5.02,77.11,35.65,19.56,0.6,0.45
E01003518,0.18,0.09,0.46,16.4,52.73,1.04,14.14,4.99,32.45,26.58,78.89,18.46,14.35,0.29,0.31
E01003519,0.24,0.12,0.52,16.92,41.89,1.21,23.99,10.87,50.21,8.26,75.51,19.55,14.29,0.39,0.36
E01003520,0.28,0.1,0.59,15.82,47.61,1.53,48.62,34.53,76.81,1.26,93.95,11.27,20.37,0.35,0.55
E01003521,0.25,0.1,0.34,12.49,44.21,1.6,71.33,64.32,85.35,0.24,88.18,8.38,16.6,0.35,0.44
E01003522,0.34,0.13,0.92,12.98,50.75,0.82,50.83,48.88,54.72,17.53,83.97,12.49,13.48,0.43,0.59
E01003523,0.37,0.14,0.65,18.32,40.88,0.86,54.87,49.9,64.81,0.37,81.4,12.2,24.43,0.54,0.38
E01003524,0.35,0.14,0.81,21.31,43.37,1.04,55.78,42.43,82.48,5.1,81.64,16.44,26.17,0.48,0.46
E01003525,0.31,0.11,0.52,21.95,44.67,1.7,54.84,34.7,95.1,4.41,84.93,25.62,18.29,0.44,0.41
E01003526,0.29,0.12,0.53,16.75,45.72,0.99,57.62,45.33,82.21,5.42,86.02,13.54,19.96,0.36,0.49
E01003527,0.23,0.09,-0.01,16.02,38.52,1.02,42.18,39.76,47.02,4.79,72.25,14.46,17.58,0.38,0.24
E01003528,0.42,0.16,0.82,22.08,51.72,0.43,43.7,44.82,41.45,14.34,89.1,14.49,29.66,0.51,0.58
E01003529,0.32,0.12,0.88,15.62,44.4,0.61,37.53,30.9,50.79,1.46,87.35,16.39,14.85,0.44,0.61
E01003530,0.31,0.1,0.48,20.34,44.27,0.29,31.66,29.16,36.65,10.67,77.88,16.1,24.58,0.42,0.51
E01003531,0.41,0.15,0.94,22.51,45.08,0.94,48.39,31.25,82.69,0.99,89.17,18.13,26.89,0.55,0.63
E01003532,0.33,0.12,1.04,15.2,40.22,0.89,51.08,33.63,85.99,0.23,80.2,13.79,16.6,0.45,0.7
E01003533,0.35,0.12,0.73,21.26,44.79,0.58,45.07,36.27,62.68,5.8,83.78,13.64,28.87,0.44,0.65
E01003534,0.34,0.12,0.57,25.04,45.14,0.53,39.37,31.46,55.2,5.15,85.13,15.16,34.92,0.42,0.56
E01003535,0.4,0.17,1.27,36.11,45.93,0.84,23.89,30.06,11.54,11.04,80.83,38.71,33.51,0.48,0.5
E01003536,0.28,0.11,0.49,19.64,39.08,0.98,40.89,45.83,31.01,4.44,73.73,17.91,21.37,0.38,0.31
E01003537,0.27,0.1,0.5,15.6,37.11,1.04,38.68,32.8,50.43,1.54,72.69,13.86,17.35,0.45,0.27
E01003538,0.34,0.13,0.47,24.62,39.27,0.58,50.08,45.17,59.89,1.45,77.09,23.5,25.75,0.5,0.39
E01003539,0.3,0.11,0.15,19.19,39.69,1.12,42.23,38.35,49.98,6.05,73.32,18.06,20.32,0.49,0.32
E01003540,0.38,0.15,1.05,27.02,49.5,0.81,44.6,23.58,86.65,22.24,76.77,25.47,28.57,0.57,0.39
E01003541,0.32,0.12,0.54,23.37,47.89,0.66,39.12,30.46,56.46,24.14,71.64,19.48,27.26,0.49,0.21
E01003542,0.37,0.15,0.82,21.69,38.68,0.87,35.66,32.5,41.97,1.44,75.92,21.83,21.55,0.49,0.47
E01003543,0.28,0.12,0.4,8.84,38.48,1.03,37.49,38.66,35.14,3.3,73.66,8.1,9.59,0.39,0.42
E01003544,0.27,0.1,0.39,16.83,40.69,0.75,42.56,45.66,36.35,5.35,76.03,20.77,12.89,0.46,0.3
E01003545,0.34,0.17,0.78,18.83,43.77,0.95,28.39,20.87,43.43,6.73,80.8,23.87,13.79,0.56,0.41
E01003546,0.34,0.12,0.45,20.1,43.75,0.94,27.35,23.56,34.93,3.82,83.67,21.42,18.78,0.48,0.42
E01003547,0.25,0.13,0.65,7.69,38.97,0.91,30.21,36.63,17.37,4.9,73.05,10.32,5.06,0.33,0.35
E01003548,0.23,0.1,0.68,15.89,39.5,1.34,36.3,31.05,46.8,2.16,76.83,22.36,9.42,0.35,0.43
E01003549,0.28,0.14,0.97,19.52,46.8,1.28,39.57,33.69,51.31,9.58,84.02,24.08,14.95,0.45,0.45
E01003550,0.32,0.13,0.65,17.25,42.18,0.6,33.6,35.2,30.4,5.49,78.87,22.02,12.49,0.41,0.53
E01003551,0.3,0.16,1.17,9.47,48.18,1.1,50.91,46.69,59.34,7.95,88.41,10.29,8.65,0.38,0.44
E01003552,0.32,0.15,0.65,14.74,44.47,0.64,47.79,46.09,51.19,6.45,82.48,13.68,15.8,0.41,0.46
E01003553,0.33,0.15,0.9,14.22,47.55,0.99,53.88,51.37,58.9,10.72,84.37,16.91,11.54,0.5,0.4
E01003554,0.23,0.11,0.45,13.43,41.07,1.19,43.83,32.14,67.2,3.69,78.44,17.11,9.74,0.38,0.42
E01003555,0.27,0.14,0.4,11.16,38.8,1.37,42.45,27.54,72.28,0.32,77.27,8.29,14.03,0.34,0.53
E01003556,0.28,0.13,0.56,17.54,43.53,1.69,60.46,53.98,73.41,0.63,86.44,17.74,17.34,0.41,0.38
E01003557,0.33,0.18,0.91,18.83,46.67,1.64,53.8,46.53,68.35,5.65,87.7,21.58,16.09,0.44,0.45
E01003558,0.33,0.13,0.98,20.75,47.33,1.04,53.39,47.81,64.53,1.84,92.82,19.3,22.2,0.4,0.53
E01003559,0.28,0.15,0.71,12.14,41.27,1.26,48.28,36.51,71.83,7.61,74.94,15.98,8.29,0.43,0.27
E01003560,0.28,0.1,0.46,26.07,45.51,0.45,41.45,44.6,35.16,4.37,86.65,25.53,26.6,0.4,0.51
E01003561,0.29,0.11,0.38,20.5,48.5,0.82,40.31,28.86,63.22,2.96,94.04,20.81,20.18,0.41,0.5
E01003562,0.27,0.11,0.35,24.47,47.15,0.52,41.64,40.09,44.75,4.61,89.68,13.51,35.43,0.37,0.45
E01003563,0.28,0.1,0.3,20.84,47.18,0.55,27.39,30.01,22.16,6.89,87.48,15.34,26.33,0.37,0.46
E01003564,0.31,0.11,0.15,24.75,45.63,0.69,39.62,38.1,42.66,3.24,88.02,21.54,27.96,0.49,0.53
E01003565,0.31,0.11,0.57,22.47,44.52,0.75,49.14,43.56,60.31,1.78,87.26,23.02,21.91,0.42,0.52
E01003566,0.31,0.12,0.91,23,48.65,1.27,50.65,39.58,72.79,1.49,95.81,23.54,22.45,0.43,0.56
E01003567,0.3,0.1,0.32,20.19,44.97,0.6,45.72,35.38,66.41,1.63,88.31,13.85,26.53,0.44,0.51
E01003568,0.27,0.09,0.21,20.85,43.56,0.19,33.44,33.57,33.19,1.45,85.67,15.25,26.45,0.39,0.6
E01003569,0.33,0.12,0.43,20.46,46.67,1.4,45.96,31.89,74.1,0.12,93.22,20.27,20.66,0.45,0.71
E01003570,0.35,0.13,0.59,29.39,48.56,1,54.34,43.06,76.91,2.45,94.67,22.24,36.54,0.48,0.57
E01003571,0.31,0.1,0.29,22.62,46.12,0.55,42.54,31.88,63.85,3.3,88.93,15.23,30,0.42,0.59
E01003572,0.37,0.13,0.38,26.44,40.63,0.59,41.84,31.34,62.84,0.33,80.92,15.02,37.86,0.43,0.74
E01003573,0.29,0.11,0.38,20.35,45.5,0.59,37.93,32.38,49.03,2.13,88.87,11.67,29.02,0.42,0.55
E01003574,0.29,0.11,0.24,19.37,43.86,0.69,35.87,34.99,37.63,2.14,85.58,16.58,22.16,0.39,0.51
E01003575,0.39,0.14,0.47,21.63,42.19,0.93,39.16,36.27,44.95,3.36,81.02,24.31,18.95,0.55,0.44
E01003576,0.4,0.15,1.07,19.8,43.29,1.39,57.27,49.41,73,1.25,85.33,17.11,22.5,0.52,0.54
E01003577,0.46,0.17,0.6,23.51,63.3,0.98,38.72,32.65,50.87,43.03,83.57,21.97,25.06,0.63,0.51
E01003578,0.33,0.13,0.63,24.11,45.42,1.19,66.11,59.92,78.49,4.65,86.2,28.99,19.24,0.47,0.47
E01003579,0.38,0.13,0.31,25.97,42.94,0.87,50.09,39.51,71.25,0.42,85.47,20.83,31.12,0.49,0.47
E01003580,0.36,0.13,0.4,22.13,45.29,0.76,36.97,40.31,30.28,8.67,81.91,16.34,27.93,0.47,0.34
E01003581,0.34,0.14,0.69,18.38,43.86,1.05,44.69,26.29,81.47,3.8,83.91,16.11,20.64,0.43,0.44
E01003582,0.37,0.14,0.49,30.02,41.87,0.6,40.02,38.69,42.66,2.33,81.42,32.09,27.95,0.52,0.42
E01003583,0.38,0.14,1.14,22.11,41.73,0.59,34.82,37.71,29.03,0.42,83.04,13.92,30.3,0.54,0.38
E01003584,0.27,0.11,0.44,10.69,39.21,1.12,36.67,28.25,53.52,4.06,74.36,11.82,9.56,0.38,0.43
E01003585,0.39,0.12,0.61,25.43,43.36,0.77,41.1,36.32,50.65,3.74,82.99,19.79,31.08,0.51,0.55
E01003586,0.33,0.14,0.75,24.43,41.16,1,55.08,52.85,59.53,1.45,80.87,19.4,29.46,0.41,0.44
E01003587,0.37,0.12,0.62,20.19,44.64,1.03,50.38,37.13,76.89,8.96,80.32,16.29,24.09,0.53,0.61
E01003588,0.36,0.13,0.76,30.25,48.96,0.63,52.45,46.2,64.94,13.1,84.82,22.99,37.5,0.53,0.6
E01003589,0.27,0.1,0.32,20.72,49.18,0.25,39.49,37.11,44.27,16.3,82.06,22.76,18.68,0.37,0.38
E01003590,0.36,0.17,1.18,19,42.31,1.44,46.54,26.37,86.89,7.3,77.33,19.37,18.63,0.45,0.45
E01003591,0.42,0.16,0.76,23.66,43.91,1.2,60.29,46,88.87,4.88,82.94,19.68,27.65,0.59,0.46
E01003592,0.29,0.11,0.69,19.29,39.64,0.8,40.26,35.32,50.14,0.52,78.76,17.83,20.76,0.44,0.37
E01003593,0.38,0.17,1.04,16.18,43.63,0.31,31.88,22.15,51.34,5.14,82.11,16.37,15.98,0.52,0.44
E01003594,0.3,0.14,0.95,21.76,41.94,0.82,25.29,14.7,46.46,3.44,80.43,23.34,20.18,0.46,0.46
E01003595,0.3,0.13,0.64,18.1,39.68,0.95,38.48,30.08,55.26,0.08,79.28,22.75,13.45,0.45,0.52
E01003596,0.28,0.12,0.63,18.69,40.56,0.7,47.48,47.23,47.98,0.5,80.62,20.97,16.42,0.39,0.38
E01003597,0.26,0.13,0.5,16.84,42.7,0.29,41.08,35.39,52.46,0.67,84.73,12.02,21.66,0.31,0.45
E01003598,0.4,0.16,0.82,17.25,46.78,0.32,30.5,22.18,47.16,0.02,93.54,19.73,14.77,0.59,0.45
E01003599,0.39,0.13,0.4,21.22,44.8,1.19,35.39,37.81,30.54,4.3,85.3,20.29,22.14,0.55,0.58
E01003600,0.35,0.14,0.6,22.4,41.13,1.11,46.1,33.43,71.42,0.11,82.16,21.56,23.24,0.49,0.44
E01003601,0.41,0.16,0.71,27.21,39.78,1.46,48.09,28.5,87.26,2.69,76.87,25.28,29.13,0.61,0.47
E01003602,0.3,0.13,0.88,16.11,39.14,1.17,51.94,37.72,80.39,1.94,76.34,16.74,15.48,0.47,0.4
E01003603,0.31,0.14,0.62,11.11,38.49,0.6,42.41,45.22,36.78,2.21,74.77,10.42,11.8,0.49,0.4
E01003604,0.38,0.14,0.65,22.73,39.29,1.38,52.03,37.21,81.66,1.43,77.15,21.77,23.69,0.6,0.36
E01003605,0.37,0.15,0.8,21.2,40.55,0.73,46.79,35.16,70.06,1.06,80.04,18.92,23.48,0.55,0.51
E01003606,0.31,0.13,1.14,15.35,39.02,1.34,52.53,38.57,80.46,0.91,77.13,15.16,15.55,0.55,0.4
E01003607,0.33,0.13,0.77,14.2,41.07,1.29,51.31,31.74,90.45,1.87,80.27,12.81,15.59,0.46,0.39
